PR,URL,Title,Content type,Is rendered page,HTTP status code,No. of JS inlinks
0,https://aliimperiale.com/js/newsletter-bar.js,,text/html; charset=utf-8,false,404,1
0,https://aliimperiale.com/js/email-capture.js,,text/html; charset=utf-8,false,404,1
0,https://aliimperiale.com/js/back-to-top.js,,text/html; charset=utf-8,false,404,1
0,https://aliimperiale.com/scripts/consent.js,,text/html; charset=utf-8,false,404,1
0,https://aliimperiale.com/js/mobile-nav.js,,text/html; charset=utf-8,false,404,1
